repo,issue_number,comment_id,clean_comment,comment_created_at,comment_author_login,comment_author_type,author_association,is_solution_comment,primary_label
microsoft/vscode,301403,4059206885,"[error] [window] end of central directory record signature not found. either not a zip file, or file is truncated.: error: end of central directory record signature not found. either not a zip file, or file is truncated. at ob (file:///d:/software/microsoft%20vs%20code/ [hash] /resources/app/out/vs/code/electron-utility/sharedprocess/sharedprocessmain.js:450:28625) at file:///d:/software/microsoft%20vs%20code/ [hash] /resources/app/out/vs/code/electron-utility/sharedprocess/sharedprocessmain.js:450:29929 at d:\software\microsoft vs code\ [hash] \resources\app\node modules\yauzl\index.js:40:7 at d:\software\microsoft vs code\ [hash] \resources\app\node modules\yauzl\index.js:190:5 at d:\software\microsoft vs code\ [hash] \resources\app\node modules\yauzl\index.js:712:5 at d:\software\microsoft vs code\ [hash] \resources\app\node modules\yauzl\fd-slicer.js:33:7 at fsreqcallback.wrapper [as oncomplete] (node:fs:671:5)",2026-03-14 02:22:12+00:00,EFX1SZH,User,NONE,0,duplicate
microsoft/vscode,301403,4059535829,"same issue here even if i go back to the previous version or an older version, it does not work anymore the moment you update something gets corrupted ...",2026-03-14 04:50:34+00:00,bashmhaddad,User,NONE,0,duplicate
microsoft/vscode,301403,4059856304,"i've deleted all the plugins and reinstalled them, but i still can't install anything—not even the python plugin. i'm about to break down.",2026-03-14 07:01:55+00:00,KOTUDEV,User,NONE,0,duplicate
microsoft/vscode,301403,4060120378,"the same error occurred after installing or updating the extension. i suspect the marketplace package format has changed, because the file i manually downloaded was [inline code] instead of [inline code] , and vs code doesn't seem to recognize this format. so i manually changed [inline code] to [inline code] , and it worked temporarily.",2026-03-14 09:07:20+00:00,sleep4at,User,NONE,0,duplicate
microsoft/vscode,301403,4062029129,"i am trying to do the python extension and the python debugger extension manually. the problem is that they have a cyclic dependency: each tries to install the other by downloading and installing it, and it encounters the same error. it does not matter which one you do first; it will always crash",2026-03-15 02:34:09+00:00,bashmhaddad,User,NONE,0,duplicate
microsoft/vscode,301403,4064726543,same error 版本: 1.111.0 (user setup) 提交: [hash] 日期: 2026-03-06t23:06:10z electron: 39.6.0 electronbuildid: 13330601 chromium: 142.0.7444.265 node.js: 22.22.0 v8: 14.2.231.22-electron.0 os: windows nt x64 10.0.26200,2026-03-16 02:53:20+00:00,MasterJanus,User,NONE,0,duplicate
microsoft/vscode,301403,4065803355,"just switch to antigravity ide. it currently works, it is free, and it is a fork of vscode.",2026-03-16 08:04:39+00:00,kanjibrian,User,NONE,0,duplicate
microsoft/vscode,301403,4069509848,duplicate of,2026-03-16 17:47:24+00:00,sandy081,User,MEMBER,0,duplicate
microsoft/vscode,301395,4052989095,"i have the same issue, it asks me to contact admin, and when i click it takes me to [url] so i dont know what to do next from here.",2026-03-13 06:06:26+00:00,Chatelo,User,NONE,0,as-designed
microsoft/vscode,301395,4053084678,"it not shows only in local session target, but in other modes it shows all the models.",2026-03-13 06:32:25+00:00,shit369,User,NONE,0,as-designed
microsoft/vscode,301395,4053167009,"you can see from this link, now theres no premium models on github studen developer pack [url]",2026-03-13 06:52:19+00:00,adinataaswandi4336,User,NONE,0,as-designed
microsoft/vscode,301395,4061052587,"same issue here, i understand that github student pack no longer supports opus model. but i wanna have access to them through payed model. i already setup a budget on my github account, but still can't see these payed models on copilot!!",2026-03-14 18:33:47+00:00,Hashem-Tabbaa,User,NONE,0,as-designed
microsoft/vscode,301394,4052804279,"related to , but does not mention anything about ssh.",2026-03-13 05:20:27+00:00,stefanhige,User,NONE,0,duplicate
microsoft/vscode,301394,4071573624,"i can also reproduce this issue when connecting to a linux (ubuntu) ssh host. environment: - vs code: 1.111.0 - remote - ssh extension: 0.120.0 / 0.122.0 (both tested) - local os: windows 11 - remote os: ubuntu 22.04.5 lts (x86 64) - remote glibc: 2.35 steps to reproduce: 1. connect to the ubuntu machine using remote - ssh. 2. try to install any extension on the ssh host (e.g. python, pylance, c/c++, clangd). 3. installation fails.",2026-03-17 00:44:25+00:00,ZhangWT02,User,NONE,0,duplicate
microsoft/vscode,301394,4082962378,duplicate of,2026-03-18 14:25:07+00:00,sandy081,User,MEMBER,0,duplicate
microsoft/vscode,301391,4059064618,"if you mean referencing the file in your prompt, try using [inline code] . also let us know how else we can become more comparative, thanks.",2026-03-14 01:15:02+00:00,rzhao271,User,COLLABORATOR,0,unlabelled
microsoft/vscode,301391,4060966211,"a2abench has an accepted answer for this imported thread. - thread: [url] - accepted at: 2026-03-14t01:54:54.101z - accepted answer agent: [inline code] - answer preview: ""direct answer for: not developer friendly as other tools reproduce with exact versions and minimal failing input. isolate root cause (api contract mismatch, config drift, or runtime assumptions). apply minimal fix and verify with one success case + one failure case. add a guardra""",2026-03-14 17:44:52+00:00,khalidsaidi,User,NONE,1,unlabelled
microsoft/vscode,301377,4052126475,-prebuilds-bot /fixthisplease,2026-03-13 03:01:31+00:00,heartacker,User,CONTRIBUTOR,0,duplicate
microsoft/vscode,301377,4058704058,"testing same issue in a remote devcontainer, cloning the git repo is executed inside the container but with the path build from the context of the host.",2026-03-13 23:34:03+00:00,scrocquesel,User,NONE,0,duplicate
microsoft/vscode,301352,4069548505,"hi , thank you for reporting this. based on your description you may want to report this issue to [url] as they are owners of the c/c++ extension. please feel free to reopen here as needed if they redirect. thanks!",2026-03-16 17:54:06+00:00,pwang347,User,MEMBER,0,triage
microsoft/vscode,301324,4056846560,"thanks for the report. this does not appear to be a vs code issue, so i’m marking it as out of scope for this repository.",2026-03-13 17:40:45+00:00,meganrogge,User,COLLABORATOR,0,unlabelled
microsoft/vscode,301324,4056851953,"more detail on why this is out of scope for vs code itself: - vs code does not rewrite windows user/system [inline code] ; terminals inherit environment from windows + the selected shell profile. - the behavior you’re seeing is primarily about toolchain/shell environment resolution (powershell vs cmd/msys2) and c/c++ build task/tooling configuration, not core editor behavior. - because this scenario is tied to the c/c++ workflow and mingw/msys2 setup guidance, the best next place is the c/c++ extension/docs side: - [url] - [url]",2026-03-13 17:41:34+00:00,meganrogge,User,COLLABORATOR,0,unlabelled
microsoft/vscode,301324,4057389709,"thank you so much, !! yeah, i have not added any configuration to my [inline code] to override the default for the terminal environment (i.e. [terminal profiles]( [url] only followed the instructions for [using gcc with mingw]( [url] (including manually prepending [inline code] to my [inline code] user environment variable). when my ability to build within vscode using msys2 mingw-w64 [inline code] broke (this was a couple months back), in addition to having updated my msys2 packages, i did notice that there had been an update to vscode (possibly 1.109, most likely 1.110; currently on 1.111). i also noted that there hadn't been a recent update to the vscode c/c++ extension recently (i believe i was on [1.29.2]( [url] but even reverted my version of the c/c++ extension to [1.28.3]( [url] in case that was the problem (which i've since rolled back up to the most recent version). i'll try to get a minimal example set up for you folks (possibly today, but more than likely monday). should i create a new issue on the [ [inline code] ]( [url] repo, or edit this comment to provide the example? --- edit: i tried to devise a [minimal example]( [url] (e.g. similar sourcefile structure, similar [inline code] configuration files with only necssary details changed), but am unable to reproduce the issue that manifested with the original project (the [edge addition planarity suite]( [url] i thought perhaps it was the fact that i had an old copy of mingw32 installed and that [inline code] appeared on the system [inline code] , which would be found first. however, that doesn't explain why my setup had worked for years, and only broke after updating msys2 (and possibly vscode). i'm sorry i couldn't narrow down why the original project experienced this breakage after updating msys2 (and possibly the vscode update), but adding [inline code] to the top of the system [inline code] environment variable (rather than just the user [inline code] environment variable) as described in the original body of the issue resolved the problem building! thank you for your time and help; have a great weekend!",2026-03-13 19:10:42+00:00,wbkboyer,User,NONE,1,unlabelled
microsoft/vscode,301305,4051209110,what was you prompt? let me try this,2026-03-13 00:02:47+00:00,DonJayamanne,User,CONTRIBUTOR,1,bug
microsoft/vscode,301305,4051498432,it shoudl be because you've setup your permissions to always accept the tool confirmations i.e. if you select the last option from this dropdownm solution,2026-03-13 01:08:06+00:00,DonJayamanne,User,CONTRIBUTOR,0,bug
microsoft/vscode,301301,4066122044,"also getting the [inline code] . when reopening the session, the changed files correctly reflects the changed files and the worktree has the changes committed.",2026-03-16 09:02:35+00:00,ntrogh,User,CONTRIBUTOR,0,testplan-item
microsoft/vscode,301301,4069636276,works well in my testing. nice work! only issue i found that i'd say is potentially blocking is [url] since i've run into it a few times now,2026-03-16 18:09:51+00:00,mjbvz,User,COLLABORATOR,0,testplan-item
microsoft/vscode,301301,4069906892,"works well! i think [url] and [url] were the big ones for me, but overall it feels nice!",2026-03-16 18:58:46+00:00,justschen,User,COLLABORATOR,0,testplan-item
microsoft/vscode,301299,4051101242,[resize works but the images don t come through in logs.chatreplay.json]( [url],2026-03-12 23:42:28+00:00,rchiodo,User,CONTRIBUTOR,0,unlabelled
microsoft/vscode,301296,4051074525,how'd you get into this state? 🤔,2026-03-12 23:38:06+00:00,connor4312,User,MEMBER,0,bug
microsoft/vscode,301296,4051206132,did this (just for science):,2026-03-13 00:02:07+00:00,pwang347,User,MEMBER,0,bug
microsoft/vscode,301296,4078152236,we now validate when adding a repo/marketplace in this way,2026-03-17 21:37:54+00:00,connor4312,User,MEMBER,0,bug
microsoft/vscode,301272,4050797594,how can i fix it,2026-03-12 22:56:02+00:00,samueleffiong117,User,NONE,1,unlabelled
microsoft/vscode,301269,4050624822,"i also find myself in the same problem, after updating to the latest release (1.111) i have no model available except ""auto"". the antrophic models have totally disappeared, they do not appear unlike the others which are disabled.",2026-03-12 22:27:26+00:00,AleDecre,User,NONE,0,duplicate
microsoft/vscode,301269,4050689538,having the same problem!! some disappeared some are blocked!,2026-03-12 22:38:29+00:00,beatrizbeatrizsousasousa7,User,NONE,0,duplicate
microsoft/vscode,301244,4051493708,"me too always be asked to download the deb file mannually, apt update/upgrade not work, really upset",2026-03-13 01:07:14+00:00,lazebird,User,NONE,0,triage
microsoft/vscode,301244,4060540435,"even though [url] is configured in the additional repositories, there are no updates available.",2026-03-14 13:17:18+00:00,almahdi404,User,NONE,0,triage
microsoft/vscode,301244,4063776333,duplicate of ?,2026-03-15 19:57:41+00:00,septatrix,User,NONE,0,triage
microsoft/vscode,301244,4064733048,"duplicate of []( [url] looks like it ... github's new issue search is terrible, i did many searches to see if someone else had filed this before me :(",2026-03-16 02:56:07+00:00,fastcat,User,NONE,0,triage
microsoft/vscode,301244,4066286904,also for rhel based distros the package is behind.,2026-03-16 09:30:04+00:00,RandDouble,User,NONE,0,triage
microsoft/vscode,301244,4069789044,"resolved, see",2026-03-16 18:37:19+00:00,fastcat,User,NONE,1,triage
microsoft/vscode,301243,4050063085,"also notice the translation error in the update text! the date is localized, but nothing else is.",2026-03-12 21:03:43+00:00,cD1rtX3,User,NONE,0,unlabelled
microsoft/vscode,301243,4050094714,i misread the text,2026-03-12 21:07:23+00:00,cD1rtX3,User,NONE,0,unlabelled
microsoft/vscode,301234,4066065995,everything works as expected.,2026-03-16 08:51:48+00:00,federicobrancasi,User,MEMBER,0,testplan-item
